smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85,encoded_mdes_86,encoded_mdes_87,encoded_mdes_88,encoded_mdes_89,encoded_mdes_90,encoded_mdes_91,encoded_mdes_92,encoded_mdes_93,encoded_mdes_94,encoded_mdes_95,encoded_mdes_96,encoded_mdes_97,encoded_mdes_98,encoded_mdes_99,encoded_mdes_100,encoded_mdes_101,encoded_mdes_102,encoded_mdes_103,encoded_mdes_104,encoded_mdes_105,encoded_mdes_106,encoded_mdes_107,encoded_mdes_108,encoded_mdes_109,encoded_mdes_110,encoded_mdes_111,encoded_mdes_112,encoded_mdes_113,encoded_mdes_114,encoded_mdes_115,encoded_mdes_116,encoded_mdes_117,encoded_mdes_118,encoded_mdes_119,encoded_mdes_120,encoded_mdes_121,encoded_mdes_122,encoded_mdes_123,encoded_mdes_124,encoded_mdes_125,encoded_mdes_126,encoded_mdes_127,encoded_mdes_128,encoded_mdes_129,encoded_mdes_130,encoded_mdes_131,encoded_mdes_132,encoded_mdes_133,encoded_mdes_134
N=c1cccc[nH]1,0.0002723718,-0.03166326,0.047007296,0.049628466,0.05271967,0.04419002,0.012293381,0.026201196,0.029881584,-0.023837678,-0.06303464,-0.013222131,0.027539834,-0.029282786,-0.05896038,0.02641708,-0.025929224,0.020299906,0.0042203274,-0.04164628,0.030949235,-0.0049720355,-0.08346623,-9.543728e-05,0.008992348,0.016909435,-0.087793104,-0.056127623,0.11003684,-0.012854074,0.010250719,-0.02871356,0.027826922,0.03644442,0.028260484,-0.06349843,-0.037029505,-0.020885725,-0.038589597,0.03651127,0.017582934,0.028957155,0.0038339794,-0.08378847,0.022188473,0.049173772,0.039191883,0.012771944,0.09615734,0.0297013,-0.07087122,-0.062048767,-0.08812845,0.0028237905,0.04330469,-0.03405594,0.017688947,-0.015385578,-0.06021558,0.08566734,-0.0121238455,-0.034760427,0.009640537,0.039621163,-0.02849719,0.031545024,0.0032118694,0.05613398,0.04059411,0.061908044,-0.005188312,0.042728614,0.06348265,-0.015556381,-0.031498335,-0.011478838,0.006608039,-0.031736564,-0.037768528,0.003622258,0.08054505,0.037537597,0.00028385222,-0.053862814,0.07656543,0.018436141,0.05797987,-0.06527064,0.0053005987,-0.0074531874,0.12305555,0.054639243,0.07354315,0.023115193,-0.0121771805,0.039672483,-0.0645204,-0.019951507,0.0055996645,-0.053502847,-0.09153189,-0.047843643,0.042870764,-0.038264643,0.06173333,0.018825594,-0.018815398,-0.020912396,-0.07076289,0.0020428188,0.0065768105,0.062420268,0.044362403,-0.10611674,-0.050249282,0.067153245,0.114383355,-0.0063698143,-0.021923684,0.06098102,-0.052027684,-0.027332075,-0.018508872,-0.030242488,0.009535069,-0.0071738977,0.07461892,-0.047236856,0.04814232,-0.038748708,0.0142750405,-0.0015744865,-0.10297082,-0.074391365,0.0810932
NCCCNCCNCCCN,-0.3442765,0.012322314,0.04668371,-0.046777137,0.5295453,0.24688908,0.22142541,0.3559219,-0.028390784,-0.782591,0.57180923,0.023128085,-0.19467333,0.4722991,0.050188906,-0.6693646,-0.66383934,-0.10206707,0.8911095,0.01177215,-0.090204656,0.03813556,-0.38824415,0.2794348,-1.2733617,-0.9777187,-0.76117516,-0.9126195,0.9487665,-0.02750954,0.20989186,0.06740454,0.68901443,0.25322676,0.021046378,-0.7264498,0.019107118,0.4313263,0.081930324,-0.7068247,-0.72645324,0.8849723,0.5417251,-0.50628585,0.15196754,0.41786906,0.35896996,0.5195111,0.72362715,0.07897505,0.21525684,0.16443917,-1.4368489,-0.022517081,-0.23479362,0.36346272,0.011153659,-0.029747318,0.6140466,0.90166354,0.9167298,-0.078740925,-0.18392143,-0.9068507,-0.6827051,0.18801428,-0.16069587,0.49218014,-0.20216273,0.1844773,-0.30145976,0.016026981,1.17101,-0.027408764,0.6054266,-0.7658202,0.18139763,0.20219506,0.021952428,0.16505054,1.0145752,-0.14225869,0.97255784,0.14757332,0.9051872,0.6440483,-0.28096622,-0.5958886,-0.009562145,0.13097313,1.241326,-0.49154735,0.16321844,-0.0002512019,0.08987257,0.019104123,-0.11721878,-0.24953867,-0.06401869,-0.2927292,-0.2235321,0.3576026,-0.105502225,0.12642448,-0.25086224,0.016931098,0.05787892,0.03899966,-0.5048438,-0.6518674,-0.033250004,-0.36959958,0.039387178,-0.76219416,0.70370835,0.65697247,0.83987415,-0.44752133,-0.5868783,-0.25169867,-0.5614815,0.37744826,0.05770876,0.88726944,-0.19710289,-0.026818885,0.30570975,-0.32549018,-0.1515946,-0.9204976,-0.34449044,0.55494666,-0.22332397,-0.48391214,0.5075308
CC(C)N,-1.7345718,0.1707975,0.04618935,-0.46848226,2.4758632,1.0292068,1.0899915,1.6924618,-0.26582676,-3.9200802,3.10707,0.1413248,-1.0435596,2.5260458,0.5522293,-3.5331192,-3.3133929,-0.6097346,4.4566774,0.18705836,-0.55867213,0.20463704,-1.5836746,1.3663821,-6.535299,-5.0021954,-3.559326,-4.396527,4.4111075,-0.08427806,0.98683614,0.51769346,3.4246533,1.174248,-0.016941182,-3.4494522,0.2799648,2.248663,0.53743005,-3.683734,-3.8014941,4.3275537,2.7771802,-2.2470486,0.7009065,1.9571297,1.6474314,2.6293156,3.292827,0.23842157,1.3519632,1.0626305,-6.8613253,-0.07402884,-1.3776889,1.9720985,-0.019961188,-0.11207755,3.342546,4.1415353,4.707783,-0.23095348,-0.9768033,-4.73865,-3.338362,0.8475835,-0.8590942,2.3200014,-1.1656091,0.675886,-1.5126779,-0.050529383,5.7805624,-0.1328252,3.206147,-3.8809252,0.8651834,1.2845495,0.30247623,0.853979,4.8644905,-0.80707324,4.9655128,0.9121804,4.315039,3.2312932,-1.6674845,-2.7949562,-0.054651033,0.6969274,5.7992377,-2.6593208,0.53627723,-0.08879955,0.5350598,-0.07059338,-0.34087926,-1.2609855,-0.35520622,-1.2238473,-0.76793766,2.039357,-0.7375689,0.81828964,-1.4866695,0.014195856,0.31896558,0.30417186,-2.2865143,-3.3324406,-0.14992797,-2.1126633,0.034670617,-3.4175587,3.7703233,3.1298912,3.873796,-2.2206678,-2.906508,-1.5398194,-2.653413,2.0314322,0.3339247,4.55129,-1.0583191,-0.15530029,1.2611943,-1.3630669,-0.88894206,-4.533849,-1.8005333,2.848254,-0.7475573,-2.218522,2.2213686
Cc1ccc(C)c(N)c1,-0.02194499,-0.021746304,0.04324562,0.05214067,0.080422565,0.06781601,0.025932748,0.039849486,0.023970798,-0.06284146,-0.017954852,-0.009978763,0.0062882155,0.0051481575,-0.060849722,-0.013272386,-0.054705203,0.013107521,0.06403765,-0.0371266,0.019705875,-0.0027900897,-0.1059818,0.023011552,-0.06353754,-0.046989236,-0.1265217,-0.11055139,0.15630847,-0.017870706,0.0290795,-0.0341271,0.06108407,0.04172201,0.031393953,-0.10068756,-0.038128726,0.012925521,-0.023712525,-0.02182214,-0.0270218,0.08505437,0.029560786,-0.1045132,0.033126753,0.06479659,0.063256234,0.030531825,0.1292629,0.038094424,-0.050604764,-0.042972706,-0.1759519,-0.012484434,0.030532615,-0.0067820307,0.02145373,-0.016738767,-0.020480368,0.14445847,0.042779677,-0.038412157,-0.0034316573,-0.017616086,-0.073009804,0.03941689,0.002248805,0.07252389,0.024489887,0.074536934,-0.02802639,0.037363373,0.1108538,-0.010989064,0.0040838495,-0.04569989,0.023077697,-0.039229088,-0.039269738,0.006608256,0.13218722,0.016272727,0.055064104,-0.034232568,0.12426582,0.052554503,0.03623884,-0.091204815,0.0071227676,-0.00025641266,0.18996975,0.015798263,0.08067976,0.019581446,-0.015681284,0.039403535,-0.06763138,-0.02011235,0.0024510277,-0.075899355,-0.09814356,-0.03295189,0.037757035,-0.035795465,0.038132682,0.01668861,-0.006149549,-0.020339623,-0.094370216,-0.034783885,-0.0065079606,0.034751795,0.0436994,-0.14576125,-0.00522238,0.09084213,0.14457239,-0.04378165,-0.054482937,0.038027856,-0.07775362,-0.005714439,-0.012401551,0.037223164,-0.0035569556,-0.0003995765,0.08782649,-0.07699299,0.028229658,-0.085513316,-0.0070879664,0.028234929,-0.10577319,-0.08741514,0.10994368
CN(C)c1ccncc1,-0.017152973,-0.021933153,0.04261098,0.05379987,0.075125,0.064933844,0.023225684,0.035267998,0.025169726,-0.054189447,-0.026110288,-0.010516386,0.009683866,-0.0013972893,-0.061225437,-0.0053761005,-0.047511846,0.014828479,0.05269494,-0.03878451,0.021522693,-0.0028327303,-0.10089874,0.01842412,-0.04809542,-0.034518566,-0.119470105,-0.09991729,0.14599398,-0.01705922,0.02528537,-0.034875795,0.05376815,0.039190345,0.03148657,-0.09257823,-0.03843771,0.0071853027,-0.024466839,-0.012787171,-0.018137474,0.07489836,0.023077488,-0.09921361,0.032096114,0.060988683,0.05914728,0.024900647,0.121497065,0.03666973,-0.05414661,-0.044739377,-0.15819466,-0.011607987,0.03339017,-0.011636427,0.02124118,-0.01743057,-0.029152904,0.13365941,0.03269995,-0.037424415,-0.0009870194,-0.0056524575,-0.064445406,0.03734261,0.0041438667,0.0676304,0.02783408,0.072262675,-0.02464002,0.037776433,0.09867739,-0.011645496,-0.0037656948,-0.036494005,0.020701643,-0.040289365,-0.039329335,0.005071505,0.121256374,0.019339472,0.04392285,-0.037145883,0.11469503,0.0458199,0.039678335,-0.08548148,0.0077121346,-0.002098336,0.17662871,0.02332849,0.08021617,0.01989123,-0.016842235,0.039052352,-0.06819679,-0.01798014,0.0030065756,-0.07229758,-0.09616146,-0.0377167,0.03885249,-0.038119465,0.042157613,0.016663328,-0.0075024096,-0.019882927,-0.08896758,-0.027022317,-0.005787132,0.040933352,0.044683807,-0.13776402,-0.014533449,0.08513142,0.1367227,-0.038780443,-0.047671806,0.04131976,-0.07184261,-0.0102528,-0.013807656,0.025080848,-0.0012710355,-0.00057459436,0.08554578,-0.07309593,0.031283025,-0.07510768,-0.0025908388,0.021520637,-0.10434665,-0.08364673,0.10413465
CC(C)(C)N,-2.0362942,0.20520666,0.04618494,-0.56006587,2.8971417,1.1983253,1.2783929,1.9821122,-0.3173939,-4.599887,3.656696,0.16675775,-1.2276891,2.9707358,0.66138726,-4.1539683,-3.887808,-0.7201948,5.22879,0.22469321,-0.66013414,0.24114518,-1.8423134,1.6016998,-7.6748376,-5.8740544,-4.1660786,-5.150686,5.1616135,-0.097004965,1.1545955,0.61540186,4.0169334,1.3744508,-0.025198333,-4.03884,0.33676338,2.6428645,0.6356597,-4.328053,-4.468276,5.0732203,3.2614825,-2.6245773,0.820343,2.2905905,1.9269489,3.0863044,3.8497,0.2734255,1.5978742,1.2571129,-8.036011,-0.0852734,-1.6251087,2.3204231,-0.027371714,-0.13027741,3.9336162,4.842684,5.5289364,-0.2632861,-1.148666,-5.568781,-3.914286,0.9907534,-1.0106341,2.7164536,-1.3749781,0.78255546,-1.7751483,-0.06537797,6.7789674,-0.15590984,3.7689273,-4.5558996,1.0132365,1.5189081,0.36393026,1.0037843,5.699198,-0.9510368,5.8307424,1.0772046,5.054027,3.7922032,-1.9683133,-3.2713687,-0.06416286,0.81923234,6.787063,-3.128858,0.61773473,-0.1077006,0.6315006,-0.09051456,-0.38968694,-1.4802736,-0.4177365,-1.4256,-0.88591045,2.4031491,-0.8746015,0.9679399,-1.7539306,0.014058527,0.3759031,0.36225516,-2.6723008,-3.913294,-0.17474961,-2.4901066,0.033855315,-3.9931345,4.4343114,3.6652226,4.531371,-2.6050932,-3.4095325,-1.8192714,-3.107001,2.3894262,0.3933496,5.344957,-1.245373,-0.18307456,1.4686038,-1.587593,-1.0484701,-5.316731,-2.1163912,3.3456328,-0.8616452,-2.5946236,2.592272
NCCCCCCCCN,-0.43404987,0.022566073,0.046558183,-0.07398399,0.6559669,0.29783297,0.27763936,0.44252688,-0.043736596,-0.98591465,0.7359453,0.030857317,-0.24956635,0.6056764,0.082436256,-0.854694,-0.83535415,-0.13474475,1.1224622,0.023315245,-0.12057248,0.048612252,-0.4659716,0.34998783,-1.6147668,-1.2386271,-0.94220716,-1.1388757,1.1729702,-0.03088139,0.26066783,0.09643747,0.86662424,0.3125369,0.018615313,-0.90331936,0.035827503,0.54878604,0.11162102,-0.9001996,-0.9254397,1.1082298,0.6866602,-0.6189371,0.18720756,0.5176647,0.4422864,0.6563423,0.89003295,0.08905992,0.28915924,0.22270948,-1.7888129,-0.025841054,-0.30902797,0.4678939,0.009584507,-0.03487983,0.790932,1.1120988,1.162545,-0.08897237,-0.23525679,-1.1552784,-0.85452837,0.2305669,-0.20583557,0.6104193,-0.26416844,0.21626525,-0.37993172,0.011950262,1.4699342,-0.034100126,0.7744137,-0.9676745,0.22578782,0.2724616,0.039698496,0.2092981,1.2637435,-0.18536511,1.2313516,0.19755515,1.1260766,0.8114996,-0.37053528,-0.738425,-0.012641738,0.16788703,1.536605,-0.63215554,0.18702881,-0.0061397683,0.11871089,0.013585359,-0.13144767,-0.31501308,-0.08321328,-0.3530431,-0.25876653,0.46700984,-0.14638597,0.17146415,-0.33123887,0.01639789,0.07454796,0.05580973,-0.62047523,-0.82558477,-0.041133165,-0.48268956,0.038933042,-0.93413717,0.90277475,0.81758165,1.0363314,-0.562287,-0.7369531,-0.33492562,-0.6968696,0.48489556,0.07593814,1.1249076,-0.25263563,-0.035176575,0.36739075,-0.39294323,-0.19954106,-1.1546589,-0.43858802,0.70322454,-0.25697106,-0.59617716,0.6188382
CCNCCNCC,-0.6365014,0.04566752,0.046273146,-0.13529912,0.9410359,0.41274327,0.40430862,0.63778156,-0.07827699,-1.4444575,1.1059871,0.048329376,-0.37336227,0.9063116,0.15520865,-1.2726525,-1.2221179,-0.20830075,1.6441629,0.049398325,-0.1890984,0.07225834,-0.64122915,0.50910515,-2.3846323,-1.8269663,-1.3504627,-1.6490681,1.678534,-0.038525358,0.3751501,0.16198839,1.2671185,0.44621125,0.013136752,-1.3021657,0.073548004,0.813681,0.17876148,-1.3363008,-1.3741256,1.6116703,1.0134544,-0.8728623,0.26668167,0.74271184,0.63010526,0.96489567,1.2652457,0.11170745,0.45582914,0.35411957,-2.5824673,-0.033296496,-0.47640595,0.70331645,0.006040266,-0.046423983,1.1898539,1.5867631,1.7169174,-0.112110004,-0.35100284,-1.7154654,-1.2419015,0.32655156,-0.30758533,0.87699014,-0.40406263,0.28783026,-0.55691427,0.002847828,2.1440763,-0.04916726,1.155541,-1.4228616,0.32586926,0.43088698,0.07969005,0.30912444,1.8255746,-0.28259903,1.8148341,0.3102465,1.6241653,1.1891055,-0.5725406,-1.0598588,-0.019608447,0.25108486,2.2023823,-0.94919443,0.24064733,-0.019472642,0.18375398,0.0011844411,-0.16356343,-0.46260473,-0.1265752,-0.4890907,-0.3382724,0.71369565,-0.23859319,0.2729684,-0.5125721,0.01526491,0.112139665,0.09367572,-0.8812323,-1.2172673,-0.058878988,-0.7377767,0.037906658,-1.3218397,1.3516655,1.179712,1.4793749,-0.8210505,-1.0753218,-0.5226292,-1.0021037,0.72716075,0.11697573,1.660756,-0.37787753,-0.05407825,0.5064689,-0.5449907,-0.30765596,-1.6826981,-0.6508345,1.0376172,-0.33284122,-0.849309,0.86993086
CCNCCN(C)C,-0.6259912,0.04441785,0.046349917,-0.1321195,0.9262616,0.40678257,0.39770997,0.62764204,-0.07647438,-1.4206473,1.0867945,0.04749372,-0.36690325,0.89067787,0.15144736,-1.250991,-1.2019922,-0.20443738,1.6171498,0.048101626,-0.18551922,0.07106446,-0.6321505,0.5008579,-2.3446577,-1.796423,-1.3292375,-1.6226168,1.6522565,-0.038122788,0.3691336,0.15862045,1.2463131,0.4392569,0.0133668855,-1.2815,0.07156743,0.7999644,0.17538884,-1.3136759,-1.350778,1.5855747,0.9964968,-0.8596452,0.2625612,0.7310209,0.62030697,0.9488937,1.2457433,0.1105095,0.4472081,0.34735897,-2.5413516,-0.032877438,-0.46769294,0.691122,0.0062118676,-0.045789402,1.1691484,1.5622036,1.6882017,-0.11098195,-0.34500736,-1.6863675,-1.2217752,0.32157892,-0.30229077,0.863106,-0.39677447,0.28408474,-0.54770994,0.0033170953,2.1091323,-0.04836208,1.1357696,-1.3992741,0.32066235,0.4226606,0.0776119,0.30400404,1.7964091,-0.2776006,1.7845428,0.30441827,1.598298,1.1695161,-0.56204945,-1.0432205,-0.019243488,0.24677752,2.1677792,-0.9327471,0.23782364,-0.018813832,0.18041827,0.0018593743,-0.16196094,-0.45498016,-0.124360055,-0.482028,-0.33417422,0.7008974,-0.2338449,0.26770207,-0.5031748,0.015380081,0.11021382,0.0916571,-0.867705,-1.1969503,-0.05795297,-0.7245071,0.037992414,-1.3017491,1.3283403,1.1609297,1.456398,-0.80765784,-1.0577624,-0.5128908,-0.9862795,0.7146117,0.11482514,1.6329173,-0.3712993,-0.053053856,0.49922755,-0.53713834,-0.30204943,-1.6553596,-0.63980275,1.020284,-0.32889545,-0.8361656,0.85692585
N#CN=C(N)N,0.042409446,-0.02193425,0.044957377,0.025633518,0.022981668,0.013573866,0.015351085,-0.010389846,0.06256097,0.04766227,-0.10323411,-0.022801362,0.06517406,-0.053525243,-0.07473746,0.050036766,0.0025435984,0.04992685,-0.061951593,-0.033607963,0.08180861,-0.021945452,-0.07770238,-0.032634024,0.095522694,0.067484945,-0.012618143,-0.023501694,0.07724835,0.023208007,0.018649561,-0.05237775,-0.023174388,0.023936396,0.020059029,-0.016219096,0.0009802282,-0.038573083,-0.062076986,0.101846874,0.06243703,-0.010692021,-0.004977923,-0.06808588,0.011072779,-0.0113627855,0.032423265,-0.0047493093,0.041452095,0.034645274,-0.12024814,-0.08382635,-0.042523634,0.018096277,0.09555547,-0.060242157,0.018921616,-0.0085917385,-0.07340251,0.025483262,-0.09380828,-0.046346195,0.038153045,0.082000256,0.041116238,0.006046038,-0.026975183,0.05389651,0.05835866,0.05701051,0.021672942,0.055783745,0.028010037,-0.0030228365,-0.030499034,0.011458462,-0.010592363,-0.04501839,-0.05452247,-0.016245589,0.03635797,0.09195441,-0.06964576,-0.077771634,0.030133255,-0.027769357,0.07764774,-0.05213139,0.024037596,-0.0024144659,0.057630014,0.09040482,0.06391694,-0.013517978,-0.0073131304,0.012936544,-0.04919177,-0.0140339425,0.011743711,-0.057892352,-0.065819874,-0.088784665,0.067261234,-0.0364667,0.07232425,-0.005778821,-0.060312983,-0.026928727,-0.030310687,0.0840125,0.009495383,0.09516325,0.055658113,-0.01443601,-0.060897443,0.022051062,0.067414954,0.041857585,0.0068818303,0.09859805,-0.04053309,-0.013433969,0.005804875,-0.109437704,0.03279541,0.0030972147,0.05318839,-0.028886594,0.052536137,0.017278632,0.053784996,-0.032733664,-0.082853004,-0.004585577,0.05363837
CCNCC,-1.1783108,0.10746553,0.046076696,-0.29964578,1.6992433,0.7174462,0.7427932,1.1585486,-0.17082837,-2.666888,2.0938685,0.09432285,-0.70417875,1.7064409,0.35093564,-2.3885407,-2.2545638,-0.4062226,3.0333016,0.11757382,-0.37164858,0.13723879,-1.1068972,0.9325606,-4.434701,-3.395005,-2.4408357,-3.0063088,3.02764,-0.060754493,0.67773277,0.33743745,2.3328853,0.8052083,-0.0016678497,-2.3629308,0.17526846,1.5218664,0.35610178,-2.4960098,-2.572414,2.9529386,1.8844262,-1.551223,0.4807116,1.342459,1.132279,1.7869021,2.266319,0.1739508,0.89863074,0.70403415,-4.6958237,-0.053395823,-0.92165846,1.3300116,-0.0062466953,-0.07857491,2.2529173,2.8489025,3.1939514,-0.17122874,-0.6599645,-3.2084095,-2.2767274,0.5836114,-0.5797501,1.5892725,-0.7796207,0.4793499,-1.0288247,-0.023205303,3.9399977,-0.090325534,2.168681,-2.6365635,0.5922784,0.8525652,0.18917379,0.57766235,3.3257654,-0.541597,3.3705997,0.6080042,2.9528115,2.1972597,-1.1128818,-1.9166803,-0.03712822,0.47149774,3.9783442,-1.7937773,0.38615835,-0.053885415,0.35718846,-0.033884816,-0.25078213,-0.8567365,-0.23986116,-0.8518748,-0.5503923,1.3687977,-0.48488542,0.5424891,-0.9939426,0.01430672,0.21393715,0.19717465,-1.575362,-2.2617133,-0.10423672,-1.4168489,0.03610995,-2.3564785,2.546381,2.1431065,2.6615171,-1.5119584,-1.9792218,-1.0246214,-1.8172599,1.3715094,0.22448021,3.0883129,-0.7135903,-0.10413778,0.87887436,-0.94917166,-0.59486353,-3.0905452,-1.2182249,1.9312645,-0.53724325,-1.525218,1.5375422
CN(C)C12CC3CC(C)(CC(C)(C3)C1)C2,-0.08209204,-0.01729992,0.046250682,0.03154297,0.1596993,0.100320056,0.06048664,0.10289979,0.012957718,-0.19022289,0.09131751,-0.0021202052,-0.034382105,0.08644189,-0.043518126,-0.1302433,-0.16287956,-0.009224677,0.21481964,-0.023059571,-0.001186993,0.00458611,-0.1590165,0.07237174,-0.28004795,-0.21560453,-0.2355646,-0.25409278,0.29716876,-0.017708566,0.06388009,-0.020214325,0.17059366,0.08052945,0.029666036,-0.21191847,-0.030023947,0.08798631,-0.0052303243,-0.14572012,-0.1490631,0.23179509,0.12005553,-0.1793145,0.049932536,0.1271277,0.11877162,0.11881441,0.23849061,0.04860383,2.9556453e-05,-0.006748963,-0.40881282,-0.014525894,-0.020102639,0.06124019,0.016881352,-0.016528122,0.09769412,0.2855366,0.1981977,-0.047852665,-0.03609905,-0.17977679,-0.18200666,0.06513039,-0.027916735,0.14991331,-0.020029731,0.09359552,-0.073084086,0.028037682,0.29726583,-0.010445859,0.11430943,-0.17426759,0.050896753,-0.001739487,-0.030202378,0.03463988,0.28616682,-0.013749201,0.21698564,0.0020344183,0.26207,0.15469798,-0.01983466,-0.17974903,0.00040777528,0.023790777,0.37837136,-0.080584586,0.09258747,0.01760964,0.0028623678,0.036800425,-0.07397069,-0.060161058,-0.0073306784,-0.1168776,-0.1199155,0.03794553,0.014875442,-0.0029241443,-0.01446797,0.016129142,0.007994876,-0.00999729,-0.17050633,-0.14533749,-0.011370951,-0.03958983,0.040419035,-0.2584625,0.12373114,0.18872489,0.26594365,-0.11289016,-0.15132377,-0.009616159,-0.16607258,0.064713195,0.004003548,0.19460307,-0.03656001,-0.002741335,0.1256969,-0.12563866,-0.01078308,-0.23453327,-0.06825865,0.12060188,-0.12545419,-0.15612988,0.18167543
CC(N)CN,-1.109378,0.09945991,0.04623672,-0.27873462,1.6029623,0.6787764,0.6996103,1.0922909,-0.15898043,-2.5114706,1.9682223,0.08864456,-0.66201407,1.6046307,0.32603723,-2.2466757,-2.1231272,-0.38087693,2.8568368,0.109101795,-0.34839153,0.12900443,-1.047765,0.87877715,-4.1740756,-3.1956213,-2.3020637,-2.8338823,2.8559835,-0.057877675,0.639187,0.3152411,2.1974008,0.7594262,0.00014073402,-2.228228,0.16226147,1.4318568,0.3339135,-2.3486538,-2.4198587,2.7824905,1.7736995,-1.4647713,0.45342544,1.2661617,1.0682052,1.6823984,2.1389534,0.16589954,0.8424296,0.6596737,-4.427343,-0.050721534,-0.86502033,1.250383,-0.0046165083,-0.074369624,2.1177983,2.6887105,3.0063143,-0.16397786,-0.62069625,-3.018548,-2.145044,0.5509085,-0.54509044,1.4985261,-0.73174614,0.45486456,-0.9688173,-0.019771598,3.71181,-0.0849915,2.0400004,-2.482354,0.5583881,0.79894376,0.17514017,0.54361105,3.1349015,-0.50877774,3.172737,0.57024634,2.7837882,2.0690527,-1.044134,-1.8077955,-0.034927737,0.44351333,3.75239,-1.686409,0.36748588,-0.049647138,0.33525115,-0.029297732,-0.23977126,-0.80664384,-0.22563678,-0.80578685,-0.52349377,1.2855657,-0.4536331,0.50821453,-0.9328804,0.014492687,0.20099835,0.18380193,-1.4871495,-2.1288898,-0.098495245,-1.330539,0.03637893,-2.224964,2.394502,2.0206702,2.5112545,-1.4241387,-1.864227,-0.9607678,-1.7135667,1.2896508,0.21079344,2.9067492,-0.67067605,-0.09771311,0.8314122,-0.8978553,-0.5584055,-2.9116964,-1.1460525,1.8176615,-0.5111432,-1.4392257,1.4528422
c1ccc2[nH]cnc2c1,0.26106545,0.050653696,0.015360266,-0.045369864,-0.024868164,-0.11352959,0.02049027,-0.09845498,0.18888399,0.27711406,-0.24525213,-0.059150677,0.13534589,-0.12375346,-0.13405612,0.070938714,0.009420121,0.20010619,-0.24240473,-0.03467293,0.22710967,-0.09822267,-0.039233673,-0.1702347,0.35730588,0.19844653,0.27743396,-0.002410164,0.06371142,0.1900168,0.09024666,-0.16465685,-0.14957243,0.015090965,-0.06340607,0.029832719,0.2284485,-0.029565185,-0.18589877,0.2664711,0.06659092,-0.036956716,0.083724916,-0.052084178,0.007916147,-0.20132305,0.045898784,-0.01582851,-0.12435142,0.039674357,-0.3161103,-0.122027956,0.019920759,0.06975413,0.27358863,-0.13811821,0.02463287,0.0022522733,-0.08065478,-0.010103181,-0.27470624,-0.12108845,0.1854671,0.12270018,0.26097563,-0.10354471,-0.14262816,0.111645356,0.15790659,0.016433742,0.021682784,0.09289126,0.021194343,0.0064723697,0.02867964,0.048618726,-0.15380733,-0.07804308,-0.067328095,-0.0514476,0.09639404,0.2735527,-0.23774555,-0.13441654,-0.05568322,-0.09271261,0.18474072,-0.17993674,0.14386019,-0.010228359,0.005087599,0.10221614,0.07158719,-0.21202913,-0.0078044906,-0.091720425,-0.010552887,0.0032595256,0.0036934465,-0.059213847,-0.08550696,-0.20432909,0.123609036,-0.08178772,0.059627697,-0.06858993,-0.25262496,-0.03073705,0.019601095,0.40224376,0.00088038156,0.24338487,0.093728155,0.2692607,-0.05371501,-0.12058963,-0.041733354,0.21990658,0.043860342,0.25899994,0.004650276,0.05161872,0.124435015,-0.2661459,0.07338634,0.047244236,0.07511244,-0.025998067,0.03337057,0.07710701,0.20249546,-0.038772717,-0.0033650324,0.19593322,0.053084202
