smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85,encoded_mdes_86,encoded_mdes_87,encoded_mdes_88,encoded_mdes_89,encoded_mdes_90,encoded_mdes_91,encoded_mdes_92,encoded_mdes_93,encoded_mdes_94,encoded_mdes_95,encoded_mdes_96,encoded_mdes_97,encoded_mdes_98,encoded_mdes_99,encoded_mdes_100,encoded_mdes_101,encoded_mdes_102,encoded_mdes_103,encoded_mdes_104,encoded_mdes_105,encoded_mdes_106,encoded_mdes_107,encoded_mdes_108,encoded_mdes_109,encoded_mdes_110,encoded_mdes_111,encoded_mdes_112,encoded_mdes_113,encoded_mdes_114,encoded_mdes_115,encoded_mdes_116,encoded_mdes_117,encoded_mdes_118,encoded_mdes_119,encoded_mdes_120,encoded_mdes_121,encoded_mdes_122,encoded_mdes_123,encoded_mdes_124,encoded_mdes_125,encoded_mdes_126,encoded_mdes_127,encoded_mdes_128,encoded_mdes_129,encoded_mdes_130,encoded_mdes_131,encoded_mdes_132,encoded_mdes_133,encoded_mdes_134,encoded_mdes_135,encoded_mdes_136,encoded_mdes_137,encoded_mdes_138,encoded_mdes_139,encoded_mdes_140,encoded_mdes_141,encoded_mdes_142,encoded_mdes_143,encoded_mdes_144,encoded_mdes_145,encoded_mdes_146,encoded_mdes_147,encoded_mdes_148,encoded_mdes_149,encoded_mdes_150,encoded_mdes_151,encoded_mdes_152,encoded_mdes_153,encoded_mdes_154,encoded_mdes_155,encoded_mdes_156,encoded_mdes_157,encoded_mdes_158,encoded_mdes_159,encoded_mdes_160,encoded_mdes_161,encoded_mdes_162,encoded_mdes_163,encoded_mdes_164,encoded_mdes_165,encoded_mdes_166,encoded_mdes_167,encoded_mdes_168
C1CCNCC1,1.0487943,-1.8200389,-0.23942307,0.35476884,-0.12927264,0.5639676,0.32830665,0.1943925,-0.18601428,-0.68698555,-0.3468364,-0.8716276,0.7039354,0.6482027,0.024586633,-0.6812717,-1.0701066,0.4479197,-0.3122767,-0.9863198,-0.4105949,-0.6924655,-1.509099,0.26416743,0.036038313,-0.682159,0.8189904,-1.0726235,-0.003233239,-0.76805305,-0.16408661,-0.34640062,0.42947128,1.6737304,-0.040353086,-0.773306,-1.0659035,1.5538813,0.42013568,-0.012456249,0.019149661,0.030651227,-0.016889893,0.31618094,0.04393184,1.2896737,-0.82513803,-0.3550347,0.2871698,0.7065216,-0.9757434,0.045556553,-0.01402387,-1.4083422,-0.06321152,-0.78851956,0.20135042,0.74814004,-0.83599186,0.8169656,0.21741085,0.10589547,-0.9119961,0.5429904,0.25208902,0.39853352,0.39920607,-1.2515764,-0.05295713,-0.18058644,0.52347404,-1.3400013,-0.19141582,0.7418859,1.2865888,0.5315128,0.36297962,-1.1110443,-0.16056375,0.38663903,-0.5749582,-0.571452,0.47126168,0.044163942,-0.10862775,-0.4111366,-0.73601645,-0.22163083,-0.73469406,0.118474446,-0.42121726,-0.6828147,-0.2420273,-0.1751775,-0.1083173,-0.9517704,-0.464909,0.225375,0.6082456,-0.5413695,0.28936276,0.4955991,-0.015061919,0.013494238,-0.7912469,0.67451507,0.4260885,-1.1811724,0.019993441,-0.17190374,0.6913658,0.81427234,-0.15010203,0.14645587,0.69196814,-0.69366276,0.106405504,-0.43234068,-0.1114753,-0.15784861,-0.8049752,-0.19516082,0.8331269,0.85915166,0.11457458,0.61491895,-1.020398,-0.20675457,0.17829695,-0.018018743,0.08720178,-0.4039324,0.31717905,-0.9940451,-0.13079205,0.5491139,-0.34795,0.17737067,-0.21142635,0.83061314,0.7265375,0.54781765,-0.4026923,-0.09622617,-0.059469238,-0.67664015,0.27074426,0.30517536,-0.34140533,0.18852554,-0.2824604,-0.13559288,0.4982838,-0.61556184,-0.6374117,-0.13413525,-0.08897169,-0.013630398,-0.28019172,1.1933926,-0.3515073,-0.27564976,1.028192,-1.2045542,0.053108163,1.0368425,0.4687728,-0.1423336,-1.1495749
NCc1cccc(CN)c1,0.08478894,-0.21650063,-0.00056004524,0.10502903,-0.013308044,0.11654386,0.09433517,0.041171305,-0.004700154,-0.151867,-0.09530915,-0.19558103,0.08401317,0.09265907,0.04666264,-0.034649745,-0.11547297,0.13001154,-0.043418616,-0.18924057,-0.037471097,-0.09837868,-0.24310285,0.038470257,0.0236395,-0.099852115,0.168473,-0.12071115,0.05210034,-0.0955203,0.013916437,-0.07198048,0.05126244,0.20017448,-0.0010294649,-0.11585252,-0.1793181,0.2408135,0.047950786,0.030082993,-0.026170094,-0.039950293,-0.06411519,-0.029156849,0.0035555714,0.16744848,-0.14696512,-0.008441292,0.004058752,0.15718117,-0.13640584,-0.046435863,-0.04847405,-0.18879843,0.02878137,-0.06895597,0.07895662,0.063203655,-0.15530983,0.14143524,0.0487722,0.0281085,-0.08937173,0.104000986,0.02397089,0.10484725,0.011779889,-0.21927634,-0.03875205,-0.012034332,0.07914511,-0.25054976,-0.0136866905,0.07453215,0.1438186,0.042414747,0.0017057769,-0.16175678,0.001307806,0.04048561,-0.1255534,-0.02580119,-0.003339734,-0.029495146,0.03480597,-0.04918202,-0.13431388,-0.013268152,-0.09212877,0.017734993,-0.10326548,-0.06517526,-0.021521576,-0.019282544,0.019584836,-0.1811362,-0.043095022,-0.01072561,0.0387988,-0.07991812,0.07957269,0.03903555,0.009946891,0.016455851,-0.0937193,0.10139313,0.019143276,-0.20440893,-0.0008089673,-0.057442807,0.06297156,0.109233424,-0.0026578505,0.058417693,0.113995716,-0.12575345,0.025299173,0.007378336,-0.026625182,0.013137806,-0.066631615,-0.036225267,0.07711731,0.16205412,0.015785046,0.1148133,-0.14697573,-0.0280935,-0.0316409,0.0004317062,0.018783454,-0.027144086,0.09812461,-0.083652794,-0.07474299,0.03241902,-0.09520059,0.05983528,-0.07953101,0.101067014,0.087164186,0.10278439,-0.0958417,-0.026861161,-0.010487651,-0.08558278,0.027178133,0.08595157,-0.07040927,0.01519737,-0.053026147,0.0277545,0.04393646,-0.12501594,-0.13940899,0.026704866,-0.062910065,0.04185433,-0.084774494,0.21129416,-0.07303326,-0.07179463,0.08763353,-0.19774306,-0.0012561325,0.17081693,0.082196735,0.017049009,-0.10148278
CC(CN)CCCN,1.1402154,-1.9719342,-0.26194394,0.37833676,-0.14005989,0.60664904,0.35036227,0.2091382,-0.2032401,-0.73701984,-0.3713289,-0.9351686,0.7630462,0.70118415,0.021851763,-0.74232584,-1.1608229,0.4779342,-0.33786273,-1.061393,-0.44596902,-0.7484259,-1.6293485,0.2854287,0.037411224,-0.7369576,0.88089347,-1.1627941,-0.008765742,-0.8319224,-0.18045291,-0.37244874,0.46519646,1.8132166,-0.044071104,-0.83534753,-1.150235,1.6785798,0.45555744,-0.016905408,0.023823358,0.037369326,-0.01197312,0.34852946,0.04789424,1.396114,-0.8893494,-0.3884012,0.31349713,0.75896335,-1.0552883,0.054537952,-0.010772124,-1.5241843,-0.07215222,-0.85638505,0.21297053,0.8134603,-0.900692,0.8810127,0.23315261,0.113705605,-0.9900124,0.5844263,0.27434242,0.4266703,0.43621898,-1.3491807,-0.054410543,-0.19615103,0.56575805,-1.4429442,-0.20800501,0.8053021,1.3950374,0.57771116,0.39803997,-1.200788,-0.17571513,0.41997352,-0.6179379,-0.62303054,0.51576513,0.05093441,-0.122033164,-0.44517675,-0.79283285,-0.24138133,-0.7954778,0.12838641,-0.45113924,-0.7421148,-0.262705,-0.190048,-0.120798334,-1.0248519,-0.5050591,0.24796999,0.66225016,-0.58485514,0.3093568,0.5386661,-0.017150331,0.013391927,-0.85786057,0.72849745,0.46524197,-1.2736946,0.021540748,-0.18277694,0.7511599,0.881174,-0.16421944,0.15498039,0.7472307,-0.7481086,0.114127636,-0.4738096,-0.11991719,-0.17372577,-0.87465507,-0.2102125,0.9047588,0.92526644,0.12352739,0.6625768,-1.1035962,-0.22358434,0.19844185,-0.019671386,0.093806125,-0.43952766,0.3380884,-1.0804926,-0.13535658,0.5982032,-0.37216836,0.18813422,-0.22385572,0.89969844,0.78745204,0.58965343,-0.4319078,-0.10355087,-0.06376751,-0.7323442,0.29355508,0.32588655,-0.36753792,0.2051445,-0.3042059,-0.15064457,0.54159653,-0.6623408,-0.68425,-0.14938289,-0.09164863,-0.01890418,-0.29821813,1.2863683,-0.37790766,-0.2950357,1.1171563,-1.3000273,0.05817873,1.1194738,0.5051587,-0.15769286,-1.24911
CCN(CC)CC,1.0131946,-1.763194,-0.23050323,0.34610003,-0.1259844,0.5479239,0.31993684,0.18826616,-0.18082875,-0.6683289,-0.33699843,-0.84837157,0.68174005,0.62878144,0.025326774,-0.657246,-1.0355947,0.43667892,-0.30198944,-0.95791715,-0.3971674,-0.67209995,-1.4645592,0.25661004,0.036421664,-0.6619208,0.79608124,-1.0393738,-0.0010324344,-0.74457365,-0.15881309,-0.33693063,0.41558826,1.6207395,-0.03891405,-0.7491503,-1.0354764,1.5064228,0.4079493,-0.0115385465,0.01726561,0.027645603,-0.018693667,0.30293196,0.04117427,1.2497987,-0.8015606,-0.34400725,0.2775431,0.68655586,-0.94629604,0.042884707,-0.015666135,-1.3649193,-0.05911436,-0.76357853,0.19702995,0.72360814,-0.81214297,0.79306066,0.21245384,0.10312807,-0.8819922,0.5279128,0.24496594,0.3885451,0.38504773,-1.2147114,-0.052585673,-0.1747465,0.50736195,-1.3013831,-0.18515427,0.7183668,1.2457992,0.51460135,0.35023052,-1.077484,-0.1548941,0.37396052,-0.55930614,-0.5510113,0.45364666,0.040980652,-0.10367884,-0.39848712,-0.7152169,-0.21468551,-0.71257806,0.11455279,-0.4091834,-0.6606269,-0.23418386,-0.17027523,-0.10366288,-0.92359215,-0.44925645,0.21746796,0.5882489,-0.5253527,0.28166693,0.47896647,-0.01503833,0.01288189,-0.7669883,0.6535209,0.4118021,-1.1462089,0.019587236,-0.1683674,0.6693326,0.789295,-0.1441866,0.14367262,0.6722353,-0.6729967,0.10360588,-0.41649723,-0.10936134,-0.1515614,-0.7779184,-0.18811028,0.8060625,0.8346821,0.11054346,0.5966562,-0.98938465,-0.20059906,0.17082004,-0.018130194,0.085185766,-0.38992584,0.30959648,-0.9611818,-0.12808198,0.52995986,-0.3388002,0.17275515,-0.20703739,0.80532104,0.70327973,0.53249365,-0.3921777,-0.094276205,-0.057007678,-0.65704995,0.2625626,0.29796898,-0.33102706,0.18349223,-0.2739603,-0.12955844,0.48181343,-0.5974342,-0.61867726,-0.12896577,-0.088417664,-0.012247823,-0.2732388,1.1577159,-0.34187537,-0.2685605,0.99489576,-1.1680583,0.050874628,1.0066694,0.45451167,-0.13568538,-1.1117808
c1cn(CCCCn2ccnc2)cn1,-0.114402935,0.17980297,0.10456045,-0.04341187,-0.027129026,0.0374642,0.023585895,0.025393391,-0.019332,-0.07393478,-0.11554235,0.042446855,0.0055279173,-0.047716673,0.05536983,0.17942563,0.024426578,-0.024489667,-0.1639777,-0.025769085,-0.00064310245,0.015904732,0.05258674,0.0027922573,0.16622806,-0.046308838,-0.023646362,-0.048519913,0.05432725,0.20930724,0.025209922,0.15826406,0.06152786,-0.03980085,-0.014538156,0.20369594,-0.03309379,0.016476925,-0.101581246,0.0069554597,0.06947825,-0.02140456,0.018901438,-0.053709894,-0.007196799,-0.051728476,-0.017259145,0.14797446,-0.05770029,-0.085450634,0.22127345,-0.14761585,-0.15219516,-0.055342212,-0.09823691,0.08605197,0.00023941696,0.019912891,0.065030046,0.041692123,-0.11217995,-0.107021846,0.27373537,-0.15789935,0.0606938,-0.051533416,-0.08222403,-0.008244958,-0.10591777,0.1979507,0.08056798,-0.02443027,-0.081516355,-0.20145576,-0.09712741,-0.06647038,0.08390397,0.20486352,-0.05827172,0.12261857,-0.09904567,0.2482335,-0.23853481,-0.026193988,0.11166382,0.30496356,-0.018897843,0.0061825495,0.12580113,0.05723668,0.02181859,0.15267538,0.17834471,0.09279193,0.03408865,-0.033404592,0.007877713,-0.033681642,-0.19429797,-0.09485404,0.003574971,-0.052011043,-0.061559822,0.03485944,0.04322014,-0.036553077,0.15952751,0.0657379,-0.029565575,-0.0128021855,0.037433326,-0.055489797,-0.049368333,0.121849865,-0.019795857,-0.012260582,-0.043423537,0.16234618,0.015026449,0.06781878,0.040817596,0.0038213283,-0.009892009,0.2030075,0.040611252,0.017035931,0.0035373094,-0.016761333,-0.035061095,-0.0017818767,-0.006694896,0.15552898,-0.059488673,0.23194389,-0.110181525,-0.06375397,-0.078595795,0.0338659,-0.015394822,-0.07527111,-0.0080197835,-0.0063573048,-0.13131915,-0.044746056,-0.045267075,0.12254085,-0.04602908,0.031643163,0.0031862129,-0.033717126,0.018341232,0.093525335,-0.0049615577,-0.034413997,-0.05014029,0.037276596,-0.14272366,0.040333368,0.058538664,0.024730172,-0.0046024453,-0.23364997,-0.07541873,-0.042069428,0.06477263,0.02107878,-0.09205753,-0.05011404,0.18956184
c1ncn(CCCCCCn2cncn2)n1,-0.14274722,0.23504652,0.12924734,-0.09590505,-0.032766305,0.033281863,0.012182914,0.024390744,-0.03983009,-0.08691864,-0.15484315,0.089219525,0.010434173,-0.069022804,0.048618942,0.23122391,0.012002345,-0.064389065,-0.22780569,-0.013411526,-0.007024711,0.02538598,0.10109439,0.0076176752,0.22494148,-0.07407062,-0.053729713,-0.08991742,0.049373463,0.2894956,0.0038455278,0.24152967,0.08788957,-0.038596027,-0.024320941,0.2915854,-0.045062516,0.018145882,-0.12244123,-0.018108081,0.117938146,-0.0012335777,0.058664963,-0.046535145,-0.015002096,-0.07646395,-0.004178278,0.18604957,-0.057696205,-0.15331042,0.317024,-0.1845949,-0.19289611,-0.0847748,-0.15311256,0.099250436,-0.0059610605,0.050675265,0.115658544,0.04344815,-0.16885705,-0.15941569,0.3810689,-0.23564124,0.09363296,-0.09328984,-0.107266866,0.016050503,-0.13386786,0.286003,0.10856926,-0.015184157,-0.12785651,-0.26684958,-0.12244512,-0.075006336,0.1434015,0.29022896,-0.09639685,0.18024042,-0.11996941,0.3245271,-0.30390972,-0.022278585,0.14818965,0.43201846,-0.012780737,0.0055919494,0.16848494,0.07689149,0.0575178,0.19615074,0.25841805,0.13721994,0.027568568,-0.029649155,0.006855117,-0.032800905,-0.26050645,-0.13700804,-0.00650594,-0.0486305,-0.09295423,0.030148625,0.04791303,-0.049594633,0.24482965,0.10915016,-0.038157612,-0.0077063087,0.0679906,-0.08056932,-0.0747789,0.14303476,-0.033421088,-0.004872814,-0.06136241,0.20472686,0.01138801,0.07507151,0.04464635,0.019843109,8.726865e-05,0.2643783,0.050018385,0.013384862,0.0060859146,-0.019284526,-0.030632265,-0.00069797365,-0.017478427,0.2108539,-0.1037551,0.30692452,-0.12746766,-0.06554711,-0.08675497,0.035711188,-0.0041016787,-0.09601639,-0.0014000786,-0.02666536,-0.18651688,-0.060754012,-0.05157689,0.16632544,-0.05827245,0.015290275,0.015211493,-0.04662574,0.036676414,0.120416835,-0.0035605468,-0.025754357,-0.04439382,0.025697425,-0.18246385,0.034070663,0.10125463,0.016408484,0.010030311,-0.32088327,-0.076012984,-0.034268156,0.0911997,0.027630504,-0.13475882,-0.08640173,0.24909417
c1cn(CCCCCCn2ccnc2)cn1,-0.128928,0.207305,0.11733316,-0.06947407,-0.029496739,0.036026053,0.018107645,0.024376584,-0.029948544,-0.08046287,-0.13529444,0.065474555,0.007720029,-0.058293205,0.05219242,0.20520802,0.01777735,-0.044167865,-0.19505751,-0.019742586,-0.0041358154,0.020878505,0.07652552,0.004974498,0.19442758,-0.060027257,-0.038534187,-0.06903523,0.05199933,0.2489283,0.01446563,0.19950116,0.07525411,-0.039275683,-0.019543976,0.24742164,-0.039262556,0.017447596,-0.11212157,-0.0050878264,0.09336721,-0.011501953,0.038413644,-0.04988494,-0.011308592,-0.06395364,-0.011481464,0.16617039,-0.057505418,-0.11907776,0.26876298,-0.16607624,-0.17241307,-0.07017482,-0.12575197,0.09253807,-0.0026212037,0.035019554,0.08988813,0.043157786,-0.14080232,-0.13323107,0.326783,-0.19608852,0.077240855,-0.07221347,-0.09458622,0.0036100224,-0.11946772,0.24208461,0.09490337,-0.020059308,-0.10411188,-0.23389181,-0.109549224,-0.07105925,0.1133579,0.24697879,-0.077235445,0.15127087,-0.10902928,0.2857391,-0.27098888,-0.024087258,0.12996438,0.3677619,-0.015891582,0.0065027196,0.14700082,0.06660881,0.03973068,0.17373294,0.21809663,0.11499415,0.030841626,-0.031120399,0.007458577,-0.03307451,-0.22668332,-0.115906075,-0.00085911155,-0.050049525,-0.077423215,0.032736283,0.045485977,-0.042542428,0.20216998,0.08668144,-0.033949003,-0.009929379,0.052533865,-0.06720679,-0.061819028,0.13225439,-0.026508458,-0.008622605,-0.05214515,0.18327558,0.013144839,0.07085312,0.04337036,0.011573169,-0.0049182847,0.23319326,0.0453602,0.015431732,0.0046962397,-0.018208124,-0.03283582,-0.0013108398,-0.011613203,0.18237151,-0.08187118,0.2689939,-0.11844749,-0.06395133,-0.08305071,0.034921017,-0.009837925,-0.085480034,-0.0046244664,-0.016283989,-0.15795106,-0.052311953,-0.04859101,0.14446425,-0.05208399,0.023129674,0.0092814565,-0.04020739,0.027611926,0.10695946,-0.004279362,-0.030451221,-0.047805227,0.03150973,-0.16216019,0.036997136,0.079542264,0.02067011,0.0027920492,-0.27711672,-0.07543399,-0.03811367,0.07799402,0.024956774,-0.113129415,-0.067846894,0.21922722
CN1CCNCC1,1.1093773,-1.9201623,-0.2544013,0.37027994,-0.13616404,0.5920801,0.34287375,0.20426941,-0.1970405,-0.7199536,-0.3631611,-0.91335434,0.74289596,0.6830404,0.02283898,-0.7217902,-1.1300304,0.46771857,-0.32929116,-1.035873,-0.4339491,-0.72920096,-1.588244,0.2780537,0.03673551,-0.7182235,0.85970074,-1.1319389,-0.0068879724,-0.8100369,-0.1746539,-0.36349133,0.45312327,1.7658424,-0.042807247,-0.8144077,-1.1211841,1.636247,0.44326076,-0.015211444,0.02226954,0.035195097,-0.013654493,0.33778033,0.046876363,1.3598516,-0.8673679,-0.37665492,0.3044661,0.7411634,-1.0280907,0.051332615,-0.011777684,-1.4846932,-0.069274954,-0.83312273,0.20901564,0.79124194,-0.87854075,0.85917383,0.2275737,0.11099179,-0.9635775,0.57019764,0.26644525,0.4169448,0.4236497,-1.3159723,-0.05386613,-0.19085531,0.5514167,-1.4078664,-0.20237318,0.7836262,1.358112,0.56187904,0.386003,-1.1701688,-0.17056416,0.40866354,-0.60317755,-0.60569155,0.5007791,0.048774645,-0.11744447,-0.43353856,-0.773381,-0.23455288,-0.7745945,0.12506476,-0.4411387,-0.7219117,-0.25569028,-0.1848139,-0.11655767,-1.0001523,-0.4915439,0.24012908,0.64378875,-0.56997514,0.30258232,0.524129,-0.01624985,0.013545901,-0.83495986,0.7102838,0.45182443,-1.2422298,0.020980733,-0.17891411,0.73066276,0.8583365,-0.15955414,0.15199456,0.7281609,-0.72961813,0.11148542,-0.45973963,-0.11678027,-0.16838047,-0.8511458,-0.20540828,0.880371,0.9026719,0.1206186,0.6464417,-1.0751867,-0.21779123,0.19157283,-0.01895368,0.09146842,-0.4275397,0.33091435,-1.0510991,-0.13406199,0.58163244,-0.3639483,0.1845941,-0.21953008,0.87601435,0.7667835,0.57528675,-0.42184147,-0.10085343,-0.062498234,-0.7130862,0.28570646,0.3187057,-0.35874736,0.19920106,-0.29688847,-0.14560762,0.52691674,-0.64654833,-0.6685661,-0.14405513,-0.09065344,-0.01697231,-0.2920938,1.2548552,-0.36882895,-0.28838333,1.086822,-1.2676324,0.056537695,1.0911311,0.49290553,-0.15268026,-1.2153026
c1cc(CCCc2ccncc2)ccn1,-0.13495982,0.21985026,0.12260488,-0.081499636,-0.031251878,0.034682795,0.015207667,0.024492363,-0.034228966,-0.08337608,-0.14412852,0.07614784,0.009047043,-0.06308646,0.050436042,0.21696083,0.015447948,-0.053266156,-0.2099387,-0.01680418,-0.005376857,0.022872102,0.08765603,0.0062521747,0.20865886,-0.066428035,-0.04529114,-0.07843001,0.050778493,0.26740807,0.009627052,0.21836875,0.080651104,-0.03877833,-0.021729473,0.2672217,-0.04182291,0.01762534,-0.1167139,-0.011069942,0.104639634,-0.0067494065,0.047540396,-0.04846947,-0.0128945485,-0.069704734,-0.007908329,0.17532218,-0.057678256,-0.13448153,0.29063582,-0.17450577,-0.18168771,-0.076758504,-0.13808674,0.095594674,-0.004136808,0.042187892,0.10160386,0.04301983,-0.15335126,-0.14490028,0.3514968,-0.21412858,0.08457935,-0.08179976,-0.100188345,0.009301662,-0.12595809,0.2617693,0.10101205,-0.017695332,-0.11481033,-0.24872793,-0.11531952,-0.07265985,0.12683184,0.26652768,-0.085839614,0.16442777,-0.113985255,0.30341858,-0.28583825,-0.023326825,0.1381631,0.3969046,-0.0144298,0.005959088,0.15681513,0.07134801,0.04785819,0.18423116,0.23634502,0.12506323,0.029383555,-0.030541938,0.0068781357,-0.03298344,-0.24202311,-0.12540428,-0.0035950206,-0.049373664,-0.08427404,0.031536445,0.046436638,-0.045845278,0.22122976,0.097059384,-0.035824314,-0.009229859,0.059652105,-0.07354168,-0.0678878,0.13712527,-0.029472783,-0.0067742616,-0.05625679,0.19296843,0.012281991,0.072978266,0.043700673,0.015375368,-0.0025748387,0.24738635,0.04762636,0.01435799,0.0052614333,-0.018618705,-0.03176198,-0.00095404265,-0.014396315,0.19536096,-0.091556594,0.28619993,-0.12257207,-0.064984754,-0.08454875,0.03525861,-0.007194683,-0.09026004,-0.0031210938,-0.020883858,-0.17103823,-0.056091573,-0.049796447,0.15422307,-0.05480881,0.019651439,0.011914264,-0.042947248,0.03166585,0.113025844,-0.0038911868,-0.028312702,-0.046098307,0.028761603,-0.17130123,0.03584734,0.08933489,0.018825773,0.005951401,-0.29697606,-0.07579024,-0.036410578,0.08399946,0.026054693,-0.122943215,-0.076461166,0.23254442
CN,2.6615767,-4.490302,-0.6379832,0.76844704,-0.31539243,1.3143159,0.7161975,0.45650822,-0.48317748,-1.5665793,-0.7807452,-1.9859059,1.7430598,1.5782899,-0.022529706,-1.7594833,-2.6671221,0.9756388,-0.76483065,-2.3072214,-1.0330532,-1.6735412,-3.6211784,0.63578826,0.056333046,-1.6444592,1.905767,-2.6555364,-0.10091244,-1.888985,-0.44821212,-0.80298734,1.0596,4.1291285,-0.10584735,-1.8677338,-2.5434372,3.7493196,1.0391109,-0.08747773,0.10198793,0.15058322,0.0693028,0.88944536,0.11935555,3.1612194,-1.9524481,-0.93529546,0.74906254,1.629872,-2.372827,0.20069963,0.045023903,-3.4447737,-0.22335333,-1.9795135,0.40577784,1.8968363,-1.9717958,1.9427692,0.490279,0.24241237,-2.2865217,1.2695886,0.63811475,0.8909243,1.0509049,-2.9683955,-0.0779112,-0.4540332,1.2679398,-3.1499085,-0.4834667,1.8556589,3.1938665,1.3418474,0.97788566,-2.688173,-0.42690417,0.9735474,-1.3284346,-1.4826448,1.2572457,0.16609602,-0.3439859,-1.0091275,-1.7330022,-0.566929,-1.8005759,0.29402164,-0.95083255,-1.7253392,-0.6062202,-0.4336583,-0.32765558,-2.2400088,-1.1735177,0.61997813,1.5564762,-1.3050884,0.64158875,1.2549149,-0.048394393,0.01382868,-1.9589859,1.626768,1.1131372,-2.808723,0.04671581,-0.3604002,1.7406689,1.989559,-0.40089703,0.29462817,1.6595507,-1.6522509,0.24192318,-1.1623832,-0.255294,-0.4384632,-2.033934,-0.46511686,2.0931654,2.0203218,0.27457926,1.4544384,-2.4820697,-0.50194013,0.53211653,-0.04436365,0.20173581,-1.0323484,0.6837475,-2.5152364,-0.21548903,1.4147742,-0.7742773,0.36855155,-0.42855215,2.0429535,1.7991194,1.2816269,-0.9144392,-0.22165023,-0.13823979,-1.6511892,0.67013645,0.6669986,-0.80308664,0.4759398,-0.66609174,-0.4014214,1.2608454,-1.440521,-1.4656886,-0.39972517,-0.13442491,-0.10371562,-0.5973157,2.8313541,-0.8144271,-0.6158045,2.5921223,-2.885531,0.14399385,2.4865923,1.1109691,-0.4163016,-2.90135
